,Census.Tract.GEOID,BUILDING.ID,BUILDING.ADDRESS,CARBON.DIOXIDE.EMISSIONS,COMPLIANCE.STATUS,X.DIFFERENCE.SOURCE.EUI,X.DIFFERENCE.SITE.EUI,ENERGY.STAR.SCORE,ENERGY.STAR.CERTIFICATION.ELIGIBILITY,ENERGY.STAR.CERTIFICATION.LAST.APPROVAL.DATE,ENERGY.STAR.CERTIFICATION.YEARS.CERTIFIED,ENTITY.RESPONSIBLE.FOR.BENCHMARK,GROSS.BUILDING.FLOOR.AREA,INDOOR.WATER.USE,INDOOR.WATER.USE.INTENSITY,NUMBER.OF.BUILDINGS,OCCUPANCY,OUTDOOR.WATER.USE,POSTAL.CODE,PROGRAM.YEAR,PROPERTY.TYPE,SITE.EUI,Source.EUI,TOTAL.WATER.USE,WEATHER.NORMALIZED.SITE.EUI,WEATHER.NORMALIZED.SOURCE.EUI,YEAR.BUILT,AIN,LADBS.Building.Category,CityOwned,Building.Wave,Longitude,Latitude,CES.Score,CES.Score.Percentile,Disadvantaged.Community,building.type,year.built..year.,floor_area,baseline.annual.site.energy.use.intensity..kWh.m2.,floor_area_2,predicted_cooling_capacity_tons
3676,6037199000.0,495130851316,2301 HUMBOLDT ST,251.8,1,-27.8,-27.8,90.0,0.0,,Not Available,"Conservice, LLC",117468.0,,,0.0,0.0,,90031,2017,Multifamily Housing,31.9,74.6,13.0,32.4,75.1,2006.0,008,"100,000+",0,4,-118.219604,34.078854,61.191203761705296,96.74612183125241,1.0,Multi Family House,1990s,117468,43.9,13798731024,0.412926
3682,6037199000.0,495363851581,330 W AVENUE 26,,0,,,,,,,,,,,,,,90031,2020,,,,,,,,007,"100,000+",0,1,-118.21905500000001,34.080436999999996,61.191203761705296,96.74612183125241,1.0,Multi Family House,1990s,64890,36.6,4210712100,0.246669
3664,6037199000.0,495410851059,222 N AVENUE 23,349.2,1,-32.9,-32.9,94.0,1.0,,Not Available,"Conservice, LLC",134258.0,,,1.0,95.0,,90031,2019,Multifamily Housing,43.2,76.1,9959.8,42.9,75.7,2006.0,009,"100,000+",0,5,-118.21911999999999,34.077971999999995,61.191203761705296,96.74612183125241,1.0,Multi Family House,1990s,134258,43.2,18025210564,0.45306
3683,6037199000.0,495685852758,2672 LACY ST,134.0,1,57.4,57.4,3.0,0.0,,Not Available,Great Republic Lofts,40120.0,,,1.0,100.0,,90031,2018,Multifamily Housing,50.5,119.5,1713.0,50.5,119.6,1911.0,005,"20,000 to 49,999",0,5,-118.21838999999999,34.08336,61.191203761705296,96.74612183125241,1.0,Multi Family House,1950s,40120,50.5,1609614400,0.73154
3746,6037204600.0,495689836239,630 S ST LOUIS ST,44.6,1,9.8,9.8,35.0,0.0,,Not Available,"Conservice, LLC",20493.0,,,1.0,95.0,,90023,2018,Multifamily Housing,33.5,75.4,1821.5,33.5,75.4,2013.0,004,"20,000 to 49,999",0,5,-118.21765,34.038616,73.1296791519743,99.571194349855,1.0,Multi Family House,1990s,20493,33.5,419963049,0.15154700000000002
3743,6037204600.0,495888836403,610 S ST LOUIS ST,159.3,1,-34.8,-34.8,94.0,0.0,,Not Available,"Conservice, LLC",104000.0,,,1.0,95.0,,90023,2018,Multifamily Housing,23.6,53.1,3082.7,23.6,53.2,2015.0,005,"100,000+",0,2,-118.2175,34.03885,73.1296791519743,99.571194349855,1.0,Multi Family House,1990s,104000,23.6,10816000000,0.278073
2736,6037181400.0,496795871774,2130 FAIR PARK AVE,,0,,,,,,,,,,,,,,90041,2020,,,,,,,,025,"20,000 to 49,999",0,3,-118.21346000000001,34.135784,24.437084847652002,48.7955606003279,0.0,Multi Family House,1970s,43200,37.4,1866240000,0.31653600000000004
3702,6037199900.0,497138845860,1805 SICHEL ST,63.1,1,-55.0,-55.0,100.0,0.0,,Not Available,"Solari Enterprises, Inc.",65750.0,,,0.0,100.0,,90031,2018,Multifamily Housing,16.6,25.5,2140.8,16.5,25.5,2008.0,030,"20,000 to 49,999",0,1,-118.212814,34.06408,53.8793423915092,92.3319460209358,1.0,Multi Family House,1990s,65750,16.6,4323062500,0.184354
3737,6037204300.0,499081837203,2801 E 2ND ST,,0,,,,,,,,,,,,,,90033,2020,,,,,,,,010,"50,000 to 99,999",0,2,-118.20645,34.040237,52.0189687873528,90.75545466010851,1.0,Multi Family House,1980s,26399,74.0,696907201,0.439567
2778,6037185100.0,499368857861,4556 N FIGUEROA ST,,0,,,,,,,,,,,,,,90065,2019,,,,,,,,022,"50,000 to 99,999",0,1,-118.20586399999999,34.097713,30.4640007058717,60.4111489469038,0.0,Multi Family House,1970s,64403,40.5,4147746409,0.404875
3691,6037199120.0,500202847456,2037 LINCOLN PARK AVE,120.6,1,-56.4,-56.4,100.0,0.0,,Not Available,"Vert Energy Group, Inc.",110668.0,,,1.0,100.0,,90031,2018,Multifamily Housing,17.8,33.1,2847.1,18.0,33.2,2002.0,025,"50,000 to 99,999",0,4,-118.20246000000002,34.069472999999995,39.5234577903706,75.3058393240005,1.0,Multi Family House,1990s,55100,36.5,3036010000,0.225214
2739,6037181400.0,500419870904,1615 YOSEMITE DR,,0,,,,,,,,,,,,,,90041,2020,,,,,,,,036,"20,000 to 49,999",0,3,-118.20206499999999,34.132965000000006,24.437084847652002,48.7955606003279,0.0,Multi Family House,1990s,31692,55.3,1004382864,0.23658
3699,6037199202.0,500664852250,3035 SIERRA ST,47.4,0,-43.8,-43.8,98.0,1.0,,Not Available,Unknown,19010.0,,,1.0,100.0,,90031,2019,Multifamily Housing,44.3,60.6,1820.0,43.6,59.9,2000.0,043,"20,000 to 49,999",0,1,-118.201485,34.081016999999996,45.47661562716289,83.591877916509,1.0,Multi Family House,1990s,19010,44.3,361380100,0.175213
3728,6037204110.0,500822836634,3025 GLEASON AVE,77.4,1,-27.1,-27.1,89.0,1.0,,Not Available,Cordova Development,32224.0,,,1.0,100.0,,90063,2019,Multifamily Housing,42.3,64.9,1713.8,42.0,64.6,1979.0,031,"20,000 to 49,999",0,3,-118.20123999999998,34.038940000000004,31.585548296291698,62.3407743725564,0.0,Multi Family House,1970s,32224,42.3,1038386176,0.304657
3753,6037204810.0,501139833635,611 S LORENA ST,,0,,,,,,,,,,,,,,90023,2020,,,,,,,,032,"20,000 to 49,999",0,3,-118.19911,34.03069,58.3763774786881,95.6488838441165,1.0,Multi Family House,1990s,48326,21.9,2335402276,0.169764
3695,6037199120.0,501168848622,2250 PARKSIDE AVE,306.0,1,24.1,24.1,18.0,0.0,,Not Available,"Conservice, LLC",68948.0,,,6.0,95.0,,90031,2016,Multifamily Housing,71.1,135.7,9164.4,72.0,136.7,2013.0,020,"100,000+",0,2,-118.20011000000001,34.071346000000005,39.5234577903706,75.3058393240005,1.0,Multi Family House,1990s,68948,69.4,4753826704,0.41736999999999996
2772,6037183820.0,501568859872,245 S AVENUE 50,90.2,1,-73.3,-73.3,100.0,0.0,,Not Available,"Solari Enterprises, Inc.",63766.0,,,15.0,100.0,,90042,2017,Multifamily Housing,26.0,30.6,5603.1,,,2001.0,015,"50,000 to 99,999",0,2,-118.20069,34.103103999999995,37.877303527160294,72.98524404086271,0.0,Multi Family House,1990s,63766,26.0,4066102756,0.208431
2767,6037183810.0,502088862310,210 N AVENUE 55,,0,,,,,,,,,,,,,,90042,2020,,,,,,,,014,"20,000 to 49,999",0,1,-118.19646999999999,34.10958,34.028641813864,66.76756211375961,0.0,Multi Family House,1990s,36495,26.2,1331885025,0.160941
2769,6037183820.0,503070860580,249 S AVENUE 55,78.0,0,13.1,13.1,31.0,0.0,,Not Available,"Vert Energy Group, Inc.",24722.0,,,1.0,100.0,,90042,2019,Multifamily Housing,53.8,86.5,2448.4,53.0,85.6,1961.0,027,"20,000 to 49,999",0,1,-118.19446599999999,34.104893,37.877303527160294,72.98524404086271,0.0,Multi Family House,1960s,24722,53.8,611177284,0.32045999999999997
3725,6037203200.0,503154842425,2979 MARENGO ST,152.3,1,-9.1,-9.1,64.0,0.0,,Not Available,Almaron Group,42650.0,,,3.0,95.0,,90033,2018,Multifamily Housing,60.0,101.8,4385.1,60.4,102.2,1986.0,036,"20,000 to 49,999",0,3,-118.19343,34.054546,50.2715222934562,89.0906797830748,1.0,Multi Family House,1980s,42650,60.0,1819022500,0.421574
2732,6037181000.0,503945872621,1139 COLORADO BLVD,106.0,1,-17.3,-17.3,76.0,0.0,,Not Available,"Vert Energy Group, Inc.",53640.0,,,2.0,100.0,,90041,2018,Multifamily Housing,32.8,58.0,2024.2,32.8,58.0,2004.0,023,"20,000 to 49,999",0,1,-118.19051999999999,34.137577,29.901093533738397,59.2004035817884,0.0,Multi Family House,1990s,53640,32.8,2877249600,0.210196
2756,6037183701.0,504860862692,6016 ECHO ST,,0,,,,,,,,,,,,,,90042,2019,,,,,,,,024,"20,000 to 49,999",0,2,-118.18807,34.110596,30.4358756973775,60.3102534998108,0.0,Multi Family House,1990s,29175,4.6,851180625,0.108021
2750,6037183701.0,504988861917,332 S AVENUE 60,,0,,,,,,,,,,,,,,90042,2020,,,,,,,,024,"20,000 to 49,999",0,4,-118.18719499999999,34.10888,30.4358756973775,60.3102534998108,0.0,Multi Family House,1960s,29990,58.7,899400100,0.364656
2753,6037183701.0,504989861433,374 SHULTS ST,,0,,,,,,,,,,,,,,90042,2020,,,,,,,,036,"20,000 to 49,999",0,2,-118.18723999999999,34.107357,30.4358756973775,60.3102534998108,0.0,Multi Family House,1990s,23406,50.7,547840836,0.202264
2759,6037183701.0,505189862169,327 S AVENUE 60,,0,,,,,,,,,,,,,,90042,2020,,,,,,,,012,"20,000 to 49,999",0,5,-118.18725,34.108944,30.4358756973775,60.3102534998108,0.0,Multi Family House,1960s,22910,58.7,524868100,0.33812800000000004
2762,6037183702.0,506050860305,5301 VIA MARISOL,56.3,1,-45.1,-45.1,99.0,0.0,,Not Available,"RealPage Utility Management, Inc.",24518.0,,,1.0,95.0,,90042,2018,Multifamily Housing,39.4,62.0,,39.2,61.5,1981.0,035,"20,000 to 49,999",0,3,-118.183945,34.104393,30.3257663938838,60.095850674738294,0.0,Multi Family House,1980s,24518,46.3,601132324,0.284787
2743,6037183101.0,506565864343,6305 YORK BLVD,,0,,,,,,,,,,,,,,90042,2020,,,,,,,,015,"20,000 to 49,999",0,2,-118.18247,34.11479,31.1415861917727,61.5083869340396,0.0,Retail,1990s,19776,83.1,391090176,1.606761
2764,6037183702.0,506749862057,6313 MONTEREY RD,,0,,,,,,,,,,,,,,90042,2020,,,,,,,,031,"20,000 to 49,999",0,4,-118.1826,34.107872,30.3257663938838,60.095850674738294,0.0,Multi Family House,1980s,38862,33.5,1510255044,0.273167
3714,6037201402.0,506955849472,2433 N EASTERN AVE,142.6,1,-28.5,-28.5,89.0,1.0,,Not Available,Almaron Group,50375.0,,,100.0,95.0,,90032,2019,Multifamily Housing,48.1,78.4,3178.5,47.5,77.8,1986.0,029,"50,000 to 99,999",0,2,-118.18028999999999,34.07412,54.245725714710595,92.5715727077816,1.0,Multi Family House,1980s,50375,49.5,2537640625,0.38856599999999997
2744,6037183103.0,507331863675,112 S AVENUE 66 BLVD,88.8,1,-45.8,-45.8,99.0,0.0,,Not Available,"Vert Energy Group, Inc.",66729.0,,,1.0,100.0,,90042,2018,Multifamily Housing,21.6,41.2,2116.2,21.7,41.3,1963.0,023,"50,000 to 99,999",0,3,-118.1795,34.11357,32.0305623583466,63.122714087526795,0.0,Multi Family House,1960s,66729,21.6,4452759441,0.298844
3708,6037201302.0,507412859446,4900 VIA MARISOL,147.5,1,-25.6,-25.6,89.0,0.0,,Not Available,TELACU Residential Management,68380.0,,,1.0,100.0,,90042,2018,Multifamily Housing,34.1,70.7,5518.4,34.2,70.7,1996.0,252,"50,000 to 99,999",0,4,-118.17998500000002,34.102325,22.5706869943217,44.3183251355783,0.0,Multi Family House,1990s,68380,34.1,4675824400,0.245071
3721,6037201700.0,507500845586,1900 N MARIANNA AVE,,0,,,,,,,,,,,,,,90032,2019,,,,,,,,006,"20,000 to 49,999",0,4,-118.1791,34.062405,52.7915910107368,91.38605120443941,1.0,Multi Family House,1960s,126863,2.9,16094220769,0.354127
7203,,508239854278,4927 E HUNTINGTON DR NORTH 100-200,17.3,1,-86.0,-86.0,100.0,0.0,,Not Available,ece_cola_gsd,28812.0,16.4,0.57,1.0,100.0,,90032,2018,Office,9.6,19.2,34.0,9.5,19.1,2010.0,901,"20,000 to 49,999",1,5,,,,,,Office,1990s,28812,9.6,830131344,5.600642
3716,6037201503.0,509293853909,5017 AXTELL ST,35.3,1,-43.7,-43.7,99.0,0.0,,Not Available,Cordova Development,21432.0,,,1.0,100.0,,90032,2018,Multifamily Housing,27.9,46.0,729.4,28.0,46.2,1981.0,034,"20,000 to 49,999",0,5,-118.17390400000001,34.086040000000004,34.8797374141676,68.21793416572079,0.0,Multi Family House,1980s,21432,27.9,459330624,0.209222
3722,6037201700.0,511216849197,2351 WARWICK AVE,73.6,1,-41.1,-41.1,97.0,1.0,,Not Available,Unknown,23152.0,,,1.0,100.0,,90032,2019,Multifamily Housing,53.6,89.9,2.0,52.5,88.9,1960.0,030,"20,000 to 49,999",0,4,-118.16618999999999,34.072777,52.7915910107368,91.38605120443941,1.0,Multi Family House,1960s,23152,53.6,536015104,0.31414000000000003
7324,,999000000119,21201 W KITTRIDGE ST,1245.3,0,3.7,3.7,43.0,0.0,,Not Available,AUM,290578.0,,,1.0,95.0,,91303,2016,Multifamily Housing,66.2,140.3,15244.6,67.2,141.3,2010.0,031,"100,000+",0,5,,,,,,Multi Family House,1990s,290578,66.2,84435574084,0.902759
76,6037104320.0,999000000128,13510 PAXTON ST,,0,,,,,,,,,,,,,,91331,2020,,,,,,,,019,"20,000 to 49,999",0,5,-118.42671999999999,34.273270000000004,58.0321411542119,95.35880943372429,1.0,Retail,1990s,45650,57.9,2083922500,1.4424290000000002
3751,6037204810.0,999000000131,3327 E SABINA ST,272.2,1,-28.0,-28.0,89.0,0.0,,Not Available,"Vert Energy Group, Inc.",155529.0,,,1.0,100.0,,90023,2017,Multifamily Housing,28.1,55.6,6667.4,28.4,56.0,2012.0,044,"100,000+",0,1,-118.20031999999999,34.030097999999995,58.3763774786881,95.6488838441165,1.0,Multi Family House,1990s,155529,28.4,24189269841,0.40636
3706,6037201120.0,999000000134,5331 E HUNTINGTON DR,,0,,,,,,,,,,,,,,90032,2019,,,,,,,,036,"20,000 to 49,999",0,3,-118.164375,34.091167,32.926713701020695,64.7748770336738,0.0,Multi Family House,1990s,25858,32.6,668636164,0.158457
3920,6037207302.0,999000000136,334 S MAIN ST,454.1,1,-14.7,-14.7,72.0,0.0,,Not Available,"Conservice, LLC",166864.0,,,1.0,100.0,,90013,2018,Multifamily Housing,42.3,92.2,5760.7,42.3,92.2,2010.0,027,"100,000+",0,4,-118.24635,34.049015000000004,50.0944864951898,88.9141127506621,1.0,Multi Family House,1990s,160909,33.8,25891706281,0.45173
5912,6037232300.0,999000000137,4915 S VERMONT AVE,,0,,,,,,,,,,,,,,90037,2020,,,,,,,,032,"50,000 to 99,999",0,4,-118.29153000000001,33.998505,48.81168561159579,87.66553159288691,1.0,Multi Family House,1990s,40660,23.7,1653235600,0.161712
60,6037104124.0,999000000139,12035 W OSBORNE ST,,0,,,,,,,,,,,,,,91342,2020,,,,,,,,068,"50,000 to 99,999",0,5,-118.37828,34.276756,36.0392589151842,70.07188800605371,0.0,Multi Family House,1990s,59463,7.2,3535848369,0.151362
5246,6037213201.0,999000000165,959 S ARDMORE AVE,102.5,0,-2.5,-2.5,53.0,0.0,,Not Available,"Vert Energy Group, Inc.",43597.0,,,1.0,100.0,,90006,2019,Multifamily Housing,37.7,74.6,2580.0,37.5,74.3,2009.0,055,"20,000 to 49,999",0,3,-118.30208,34.053825,45.0954204241306,82.9738933030647,1.0,Multi Family House,1990s,43597,37.7,1900698409,0.20525300000000002
6035,6037240700.0,999000000173,10345 S CENTRAL AVE,130.7,1,44.3,44.3,7.0,0.0,,Not Available,John Stewart Company,41996.0,,,1.0,95.0,,90002,2019,Multifamily Housing,51.2,105.8,2682.5,50.8,105.4,2009.0,029,"20,000 to 49,999",0,2,-118.25413,33.9424,53.8884121587418,92.34455795182241,1.0,Multi Family House,1990s,41996,105.1,1763664016,0.553054
656,6037119340.0,999000000185,14654 NORDHOFF ST,68.2,0,-41.7,-41.7,98.0,0.0,,Not Available,"Vert Energy Group, Inc.",40002.0,,,1.0,100.0,,91402,2019,Multifamily Housing,28.5,49.2,1490.9,28.6,49.3,2013.0,005,"20,000 to 49,999",0,3,-118.45268,34.235424,44.933450182261,82.7468785471056,1.0,Multi Family House,1990s,40002,28.5,1600160004,0.172593
3446,6037191620.0,999000000192,952 N HARVARD BLVD,89.3,1,-8.8,-8.8,63.0,0.0,,Not Available,"Vert Energy Group, Inc.",38941.0,,,1.0,100.0,,90029,2019,Multifamily Housing,39.1,69.8,3180.0,38.8,69.4,2010.0,034,"20,000 to 49,999",0,2,-118.30402,34.08814,52.8241097197427,91.44911085887252,1.0,Multi Family House,1990s,38941,58.7,1516401481,0.268137
7525,,999000000227,9733 TOPANGA CANYON BLVD,388.9,1,-22.6,-22.6,86.0,0.0,,Not Available,"Conservice, LLC",126164.0,,,1.0,95.0,,91311,2017,Multifamily Housing,48.1,99.1,8.0,49.6,100.7,2008.0,003,"100,000+",0,4,,,,,,Multi Family House,1990s,127630,45.7,16289416900,0.452219
5796,6037224320.0,999000000230,1107 VENICE BLVD,81.2,1,9.7,9.7,35.0,0.0,,Not Available,"Vert Energy Group, Inc.",33741.0,,,1.0,100.0,,90291,2018,Multifamily Housing,37.7,80.6,1311.3,38.3,81.3,2009.0,038,"20,000 to 49,999",0,1,-118.27935,34.041645,45.34526370592871,83.40269895320971,1.0,Multi Family House,1990s,33741,36.2,1138455081,0.18166500000000002
1194,6037125100.0,999000000238,11945 MAGNOLIA BLVD,,0,,,,,,,,,,,,,,91607,2019,,,,,,,,125,"100,000+",0,5,-118.39313,34.16488,32.598064702532,64.1821162820028,0.0,Multi Family House,1990s,122984,43.0,15125064256,0.422058
3190,6037190301.0,999000000240,5555 HOLLYWOOD BLVD,157.9,1,-81.3,-81.3,,0.0,,Not Available,WSH Management,190660.0,4540.3,23.81,1.0,100.0,,90028,2017,Multifamily Housing,13.6,23.9,4540.3,13.9,24.2,2013.0,049,"100,000+",0,1,-118.31084399999999,34.101729999999996,38.0223260899369,73.1618110732753,0.0,Multi Family House,1990s,110087,64.0,12119147569,0.530688
4315,6037208902.0,999000000244,1901 W 7TH ST,386.6,1,60.8,60.8,2.0,0.0,,Not Available,"Vert Energy Group, Inc.",100000.0,,,1.0,100.0,,90057,2016,Multifamily Housing,58.8,130.2,6344.7,,,2012.0,904,"100,000+",0,3,-118.27463,34.055477,44.045290587021,81.6118047673099,1.0,Multi Family House,1990s,100000,58.8,10000000000,0.457106
6967,6037276604.0,999000000280,8614 SARAN DR,23.1,1,-72.2,-72.2,100.0,0.0,,Not Available,A-ju Property Management Company,26695.0,818.2,30.65,1.0,100.0,296.2,90293,2019,Multifamily Housing,12.3,34.4,1114.3,12.3,34.4,2009.0,218,"20,000 to 49,999",0,1,-118.43261000000001,33.959496,12.9530597151124,19.914238869971,0.0,Multi Family House,1990s,26695,10.6,712623025,0.115087
5538,6037214902.0,999000000283,8500 BURTON WAY,728.9,1,-7.3,-7.3,61.0,0.0,,Not Available,Regatta Solutions,149364.0,,,1.0,100.0,,90048,2017,Multifamily Housing,74.8,170.3,3708.1,74.8,170.3,2014.0,087,"100,000+",0,2,-118.37736000000001,34.07181,29.713878865553102,58.9103291713961,0.0,Multi Family House,1990s,149364,74.8,22309604496,0.788479
7142,,999000000284,11976 CULVER BLVD,185.8,1,-11.6,-11.6,68.0,0.0,,Not Available,Unknown,91635.0,,,1.0,100.0,,90066,2019,Multifamily Housing,32.3,65.3,3421.6,32.4,65.3,2011.0,025,"50,000 to 99,999",0,3,,,,,,Multi Family House,1990s,91635,32.3,8396973225,0.288905
2311,6037139701.0,999000000285,16710 VENTURA BLVD,337.9,1,-9.5,-9.5,64.0,0.0,,Not Available,Yardi Energy,159500.0,,,1.0,95.0,,91436,2018,Multifamily Housing,34.5,65.3,4593.0,35.2,66.0,2010.0,021,"100,000+",0,3,-118.49723999999999,34.15835,18.834001081430102,35.2881826207592,0.0,Multi Family House,1990s,159500,34.5,25440250000,0.45353999999999994
69,6037104320.0,999000000286,13500 W PAXTON ST,591.2,1,-14.9,-14.9,65.0,0.0,,Not Available,"Conservice, LLC",175000.0,,,1.0,95.0,,91331,2019,Retail Store,54.9,118.9,2.8,54.9,118.6,2010.0,012,"100,000+",0,4,-118.42657,34.273379999999996,58.0321411542119,95.35880943372429,1.0,Retail,1990s,175000,54.9,30625000000,3.3470089999999995
3818,6037206200.0,999000000287,235 S SAN PEDRO ST,426.1,1,-43.5,-43.5,100.0,0.0,,Not Available,equity residential,222048.0,,,1.0,95.0,,90012,2018,Multifamily Housing,30.8,60.7,6964.4,30.9,60.8,2009.0,BRK,"100,000+",0,4,-118.24195,34.048897,65.2595952387712,98.23432967587341,1.0,Multi Family House,1990s,222048,33.9,49305314304,0.548958
7053,6037295103.0,999000000291,1701 N GAFFEY ST,,0,,,,,,,,,,,,,,90731,2017,,,,,,,,019,"100,000+",0,1,-118.29281999999999,33.760525,21.217430775687802,41.442804893429205,0.0,Retail,1990s,132354,50.6,17517581316,2.548701
979,6037123420.0,999000000296,6941 COLDWATER CANYON AVE,122.1,1,96.8,96.8,1.0,0.0,,Not Available,"Vert Energy Group, Inc.",26240.0,,,1.0,100.0,,91605,2018,Multifamily Housing,72.4,157.4,471.1,,,2011.0,005,"20,000 to 49,999",0,4,-118.413795,34.197136,50.3045521000014,89.15373943750791,1.0,Multi Family House,1990s,26240,72.4,688537600,0.288375
4416,6037209401.0,999000000307,2614 W 7TH ST,,0,,,,,,,,,,,,,,90057,2019,,,,,,,,028,"50,000 to 99,999",0,4,-118.282394,34.05897,46.850386806272,85.24404086265609,1.0,Multi Family House,1990s,80000,39.0,6400000000,0.291051
3164,6037190202.0,999000000309,1714 MCCADDEN PL,,0,,,,,,,,,,,,,,90028,2020,,,,,,,,019,"100,000+",0,5,-118.33742,34.10188,39.1722098037299,74.7004666414428,0.0,Multi Family House,1990s,249999,37.5,62499500001,0.598028
637,6037119320.0,999000000312,14611 VINCENNES ST,,0,,,,,,,,,,,,,,91402,2020,,,,,,,,022,"50,000 to 99,999",0,2,-118.45078999999998,34.240241999999995,41.0494097383936,77.4877033673855,1.0,Multi Family House,1990s,75948,44.0,5768098704,0.303225
4364,6037209103.0,999000000320,458 S HARTFORD AVE,190.9,1,-32.6,-32.6,95.0,0.0,,Not Available,"Conservice, LLC",91879.0,,,2.0,100.0,,90017,2017,Multifamily Housing,32.6,66.2,5323.1,33.0,66.6,2010.0,034,"50,000 to 99,999",0,1,-118.2638,34.056625,57.0534916848485,94.66515323496029,1.0,Multi Family House,1990s,91879,32.6,8441750641,0.290749
6130,6037264301.0,999000000322,1168 S BARRINGTON AVE,,0,,,,,,,,,,,,,,90049,2020,,,,,,,,039,"50,000 to 99,999",0,2,-118.46133,34.04998,15.9866738554043,27.6958002270148,0.0,Multi Family House,1990s,78000,66.4,6084000000,0.43110699999999996
5349,6037214501.0,999000000327,6310 W 3RD ST,33.7,0,-96.1,-96.1,100.0,0.0,,Not Available,"Vert Energy Group, Inc.",126700.0,,,1.0,100.0,,90036,2016,Retail Store,5.0,5.3,336.6,5.0,5.3,1962.0,003,"100,000+",0,4,-118.35963000000001,34.071262,22.4062334854116,43.965191070752894,0.0,Retail,1960s,126700,5.0,16052890000,1.859089
1418,6037127520.0,999000000332,15305 LANARK ST,153.6,1,-13.1,-13.1,70.0,0.0,,Not Available,Unknown,68345.0,,,1.0,100.0,,91406,2019,Multifamily Housing,36.9,77.1,3654.7,37.0,77.2,2013.0,081,"50,000 to 99,999",0,2,-118.46762,34.21756,42.297253610234606,79.2659856223988,1.0,Multi Family House,1990s,60816,35.0,3698585856,0.232159
5848,6037228210.0,999000000360,1100 E 33RD ST,152.8,1,-32.7,-32.7,93.0,1.0,,Not Available,Unknown,75535.0,,,1.0,100.0,,90011,2019,Multifamily Housing,31.9,66.9,4310.0,31.7,66.8,2009.0,BRK,"50,000 to 99,999",0,1,-118.25632,34.0136,56.0230984345019,93.9841089670829,1.0,Multi Family House,1990s,75535,35.1,5705536225,0.264545
3333,6037190901.0,999000000378,5600 W SUNSET BLVD,,0,,,,,,,,,,,,,,90028,2019,,,,,,,,032,"100,000+",0,5,-118.311,34.098087,52.964225826276,91.499558582419,1.0,Retail,1990s,124869,59.7,15592267161,2.791219
7373,,999000000387,9640 N VAN NUYS BLVD,138.6,1,-25.8,-25.8,86.0,0.0,,Not Available,Unknown,51800.0,,,1.0,100.0,,91402,2019,Multifamily Housing,46.5,75.8,2750.0,46.8,76.1,2010.0,254,"50,000 to 99,999",0,4,,,,,,Multi Family House,1990s,60137,22.0,3616458769,0.189992
1377,6037127104.0,999000000396,13751 SHERMAN WAY,,0,,,,,,,,,,,,,,91405,2017,,,,,,,,019,"50,000 to 99,999",0,4,-118.43252,34.201206,63.750155350521204,97.7803001639551,1.0,Multi Family House,1990s,88477,17.7,7828179529,0.22664600000000001
3430,6037191500.0,999000000402,1050 MARIPOSA AVE,,0,,,,,,,,,,,,,,90029,2020,,,,,,,,BRK,"50,000 to 99,999",0,2,-118.29919,34.089966,50.55162245606849,89.3933661243536,1.0,Multi Family House,1990s,59853,39.3,3582381609,0.24539899999999998
5677,6037218702.0,999000000407,2507 S BRONSON AVE,106.3,1,-29.8,-29.8,95.0,1.0,,Not Available,TELACU Residential Management,57064.0,,,1.0,100.0,,90018,2019,Multifamily Housing,30.1,58.3,2182.8,29.9,58.2,2009.0,029,"50,000 to 99,999",0,4,-118.33282,34.034259999999996,47.5740985549393,86.29083112624541,1.0,Multi Family House,1990s,57064,31.9,3256300096,0.21413800000000002
6732,6037271702.0,999000000409,2900 S SEPULVEDA BLVD,,0,,,,,,,,,,,,,,90064,2020,,,,,,,,039,"50,000 to 99,999",0,5,-118.4294,34.02852,19.4462443881982,36.877285912473205,0.0,Multi Family House,1990s,52000,37.4,2704000000,0.221683
627,6037119310.0,999000000410,9628 VAN NUYS BLVD,96.6,1,-34.8,-34.8,94.0,0.0,,Not Available,Unknown,44300.0,,,1.0,100.0,,91402,2019,Multifamily Housing,37.2,66.0,468.2,37.4,66.2,2010.0,255,"50,000 to 99,999",0,1,-118.45018999999999,34.245235,24.7187015979214,49.350485559339106,0.0,Multi Family House,1990s,44300,37.2,1962490000,0.205144
5943,6037236100.0,999000000426,4020 BUCKINGHAM RD,137.9,1,-6.9,-6.9,60.0,0.0,,Not Available,Unknown,50336.0,,,1.0,100.0,,90008,2018,Multifamily Housing,46.5,75.8,2028.4,48.9,78.3,2012.0,909,"50,000 to 99,999",0,4,-118.34241999999999,34.013695,54.01406298006761,92.48328919157521,1.0,Multi Family House,1990s,50336,37.8,2533712896,0.219498
